Address,Bldg No,exemptVSincomplete,School Type,Total Geogs,Category,City,Count,County,District Name,ESD,Enroll Text,Enrollment,Geography,Grade,Group,LL,Latitude,Longitude,Number of Records,Percent,Reliable,Reported,School Name,School Year,School District,State,Type,UL,Zip,Has6,Hask
P.O. Box 367,2602,exempt,PUBLIC,2764,Exemption,Keller,0,Ferry,Keller,Educational Service District 101,34,34,School,K-12,Personal,0.0%,47.95942,-118.81765,1,0.0%,Yes,1,Keller Elementary School,2018-19,Keller,WA,PUBLIC,2.2%,99140,1,1
PO Box 829,3325,exempt,PUBLIC,2764,Exemption,Connell,0,Franklin,North Franklin,Educational Service District 123,394,394,School,K-12,Personal,0.0%,46.72216,-118.65267,1,0.0%,Yes,1,Basin City Elem,2018-19,North Franklin,WA,PUBLIC,0.2%,99326,1,1
1102 N 10th Ave,5392,exempt,PUBLIC,2764,Exemption,Pasco,1,Franklin,Pasco,Educational Service District 123,583,583,School,K-12,Personal,0.1%,46.23946,-119.10488,1,0.2%,Yes,1,Captain Gray Stem Elementary,2018-19,Pasco,WA,PUBLIC,0.3%,99301,1,1
301 NORTH 10TH AVENUE,2790,exempt,PUBLIC,2764,Exemption,Pasco,3,Franklin,Pasco,Educational Service District 123,458,458,School,K-12,Personal,0.6%,46.23111,-119.1013,1,0.7%,Yes,1,Longfellow Elementary,2018-19,Pasco,WA,PUBLIC,0.8%,99301,1,1
5706 Road 60,5391,exempt,PUBLIC,2764,Exemption,Pasco,9,Franklin,Pasco,Educational Service District 123,878,878,School,K-12,Personal,1.0%,46.2793,-119.16793,1,1.0%,Yes,1,Barbara Mcclintock Stem Elementary,2018-19,Pasco,WA,PUBLIC,1.1%,99301,1,1
1616 W OCTAVE ST,2967,exempt,PUBLIC,2764,Exemption,Pasco,11,Franklin,Pasco,Educational Service District 123,624,624,School,K-12,Personal,1.7%,46.23605,-119.11143,1,1.8%,Yes,1,Emerson Elementary,2018-19,Pasco,WA,PUBLIC,1.9%,99301,1,1
409 North K St,2449,exempt,PUBLIC,2764,Exemption,Aberdeen,4,Grays Harbor,Aberdeen,Educational Service District 113,358,358,School,K-12,Personal,1.0%,46.9768,-123.82283,1,1.1%,Yes,1,Mcdermoth Elementary,2018-19,Aberdeen,WA,PUBLIC,1.3%,98520,1,1
601 School Road,3216,exempt,PUBLIC,2764,Exemption,Aberdeen,5,Grays Harbor,Aberdeen,Educational Service District 113,188,188,School,K-12,Personal,2.4%,46.96727,-123.69836,1,2.7%,Yes,1,Central Park Elementary,2018-19,Aberdeen,WA,PUBLIC,3.1%,98520,1,1
611 S. Main St.,2835,exempt,PUBLIC,2764,Exemption,Mccleary,5,Grays Harbor,Mc Cleary,Educational Service District 113,303,303,School,K-12,Personal,1.5%,47.04978,-123.26451,1,1.7%,Yes,1,Mccleary Elem,2018-19,Mc Cleary,WA,PUBLIC,1.9%,98557,1,1
P.O. Box 479,3326,exempt,PUBLIC,2764,Exemption,Cosmopolis,3,Grays Harbor,Montesano,Educational Service District 113,167,167,School,K-12,Personal,1.5%,46.95154,-123.76901,1,1.8%,Yes,1,Cosmopolis Elementary School,2018-19,Cosmopolis,WA,PUBLIC,2.3%,98537,1,1
350 S. Oak Harbor St.,1758,exempt,PUBLIC,2764,Exemption,Oak Harbor,79,Island,Oak Harbor,Educational Service District 189,314,314,School,K-12,Personal,24.9%,48.29484,-122.65766,1,25.2%,Yes,1,Homeconnection Oak Harbor,2018-19,Oak Harbor,WA,PUBLIC,25.5%,98277,1,1
46 SCHOOLHOUSE RD,2836,exempt,PUBLIC,2764,Exemption,Brinnon,11,Jefferson,Brinnon,Educational Service District 114,77,77,School,K-12,Personal,13.6%,47.69686,-122.90291,1,14.3%,Yes,1,Brinnon Elementary,2018-19,Brinnon,WA,PUBLIC,15.3%,98320,1,1
39015 172nd Avenue Sout,1986,exempt,PUBLIC,2764,Exemption,Auburn,2,King,Auburn,Educational Service District 121,537,537,School,K-12,Personal,0.3%,47.279,-122.1033,1,0.4%,Yes,1,Muckleshoot Tribal School,2018-19,Auburn,WA,PUBLIC,0.5%,98092,1,1
1000 S 289TH ST,3625,exempt,PUBLIC,2764,Exemption,Federal Way,16,King,Federal Way,Educational Service District 121,542,542,School,K-12,Personal,2.8%,47.34197,-122.32126,1,3.0%,Yes,1,Nautilus K-8 School,2018-19,Federal Way,WA,PUBLIC,3.1%,98003,1,1
402 SW 132nd St,2699,exempt,PUBLIC,2764,Exemption,Burien,4,King,Highline,Educational Service District 121,680,680,School,K-12,Personal,0.5%,47.48495,-122.33922,1,0.6%,Yes,1,Hazel Valley Elementary,2018-19,Highline,WA,PUBLIC,0.7%,98146,1,1
16201 16th Ave SW,2844,exempt,PUBLIC,2764,Exemption,Burien,13,King,Highline,Educational Service District 121,624,624,School,K-12,Personal,2.0%,47.45748,-122.35535,1,2.1%,Yes,1,Gregory Heights Elementary,2018-19,Highline,WA,PUBLIC,2.2%,98166,1,1
611 S 132nd St,2926,exempt,PUBLIC,2764,Exemption,Burien,16,King,Highline,Educational Service District 121,588,588,School,K-12,Personal,2.6%,47.48481,-122.3258,1,2.7%,Yes,1,Cedarhurst Elementary,2018-19,Highline,WA,PUBLIC,2.9%,98168,1,1
19835 8th Ave S,2983,exempt,PUBLIC,2764,Exemption,Des Moines,9,King,Highline,Educational Service District 121,612,612,School,K-12,Personal,1.4%,47.4255,-122.32493,1,1.5%,Yes,1,North Hill Elementary,2018-19,Highline,WA,PUBLIC,1.6%,98148,1,1
22001 9th Ave S,2418,exempt,PUBLIC,2764,Exemption,Des Moines,2,King,Highline,Educational Service District 121,364,364,School,K-12,Personal,0.4%,47.40439,-122.32207,1,0.5%,Yes,1,Des Moines Elementary,2018-19,Highline,WA,PUBLIC,0.8%,98198,1,1
22447 24th Ave S,2984,exempt,PUBLIC,2764,Exemption,Des Moines,10,King,Highline,Educational Service District 121,650,650,School,K-12,Personal,1.5%,47.40164,-122.30259,1,1.5%,Yes,1,Midway Elementary Des Moines,2018-19,Highline,WA,PUBLIC,1.7%,98198,1,1
19800 Marine View Dr SW,3097,exempt,PUBLIC,2764,Exemption,Normandy Pa,28,King,Highline,Educational Service District 121,594,594,School,K-12,Personal,4.6%,47.42471,-122.34471,1,4.7%,Yes,1,Marvista Elementary,2018-19,Highline,WA,PUBLIC,4.9%,98166,1,1
18237 42nd Ave S,2982,exempt,PUBLIC,2764,Exemption,Seatac,6,King,Highline,Educational Service District 121,691,691,School,K-12,Personal,0.8%,47.43897,-122.28162,1,0.9%,Yes,1,Bow Lake Elementary,2018-19,Highline,WA,PUBLIC,1.0%,98188,1,1
3708 S 168th St,2734,exempt,PUBLIC,2764,Exemption,Seatac,13,King,Highline,Educational Service District 121,558,558,School,K-12,Personal,2.2%,47.45294,-122.28412,1,2.3%,Yes,1,Mcmicken Heights Elementary,2018-19,Highline,WA,PUBLIC,2.5%,98188,1,1
20301 32nd Avenue South,3278,exempt,PUBLIC,2764,Exemption,Seatac,6,King,Highline,Educational Service District 121,616,616,School,K-12,Personal,0.9%,47.41931,-122.29208,1,1.0%,Yes,1,Madrona Elementary,2018-19,Highline,WA,PUBLIC,1.1%,98198,1,1
10811 12th Ave SW,2144,exempt,PUBLIC,2764,Exemption,Seattle,6,King,Highline,Educational Service District 121,618,618,School,K-12,Personal,0.9%,47.50564,-122.35001,1,1.0%,Yes,1,Mount View Elementary,2018-19,Highline,WA,PUBLIC,1.1%,98146,1,1
1201 S 104th St,2765,exempt,PUBLIC,2764,Exemption,Seattle,2,King,Highline,Educational Service District 121,443,443,School,K-12,Personal,0.4%,47.51023,-122.31737,1,0.5%,Yes,1,Beverly Park Elem At Glendale,2018-19,Highline,WA,PUBLIC,0.6%,98168,1,1
12250 24th Ave S,3165,exempt,PUBLIC,2764,Exemption,Seattle,4,King,Highline,Educational Service District 121,589,589,School,K-12,Personal,0.6%,47.49428,-122.302,1,0.7%,Yes,1,Hilltop Elementary,2018-19,Highline,WA,PUBLIC,0.8%,98168,1,1
26915 186th Ave SE,4301,exempt,PUBLIC,2764,Exemption,Covington,20,King,Kent,Educational Service District 121,446,446,School,K-12,Personal,4.3%,47.35983,-122.09407,1,4.5%,Yes,1,Jenkins Creek Elementary School,2018-19,Kent,WA,PUBLIC,4.7%,98042,1,1
25811 156TH Ave SE,3388,exempt,PUBLIC,2764,Exemption,Covington,20,King,Kent,Educational Service District 121,575,575,School,K-12,Personal,3.4%,47.37047,-122.13369,1,3.5%,Yes,1,Covington Elementary School,2018-19,Kent,WA,PUBLIC,3.6%,98042,1,1
11310 SE 248th ST,4413,exempt,PUBLIC,2764,Exemption,Kent,5,King,Kent,Educational Service District 121,481,481,School,K-12,Personal,0.9%,47.37976,-122.18911,1,1.0%,Yes,1,George T Daniel Elementary School,2018-19,Kent,WA,PUBLIC,1.2%,98030,1,1
11919 SE 270th ST,4581,exempt,PUBLIC,2764,Exemption,Kent,23,King,Kent,Educational Service District 121,577,577,School,K-12,Personal,3.9%,47.35978,-122.18271,1,4.0%,Yes,1,Millennium Elementary School,2018-19,Kent,WA,PUBLIC,4.2%,98030,1,1
12711 SE 248th St,4294,exempt,PUBLIC,2764,Exemption,Kent,23,King,Kent,Educational Service District 121,649,649,School,K-12,Personal,3.4%,47.37956,-122.17161,1,3.5%,Yes,1,Martin Sortun Elementary School,2018-19,Kent,WA,PUBLIC,3.7%,98030,1,1
27710 108th Ave SE,4465,exempt,PUBLIC,2764,Exemption,Kent,24,King,Kent,Educational Service District 121,541,541,School,K-12,Personal,4.3%,47.35409,-122.1971,1,4.4%,Yes,1,Meadow Ridge Elementary School,2018-19,Kent,WA,PUBLIC,4.6%,98030,1,1
19405 120th Ave SE,4489,exempt,PUBLIC,2764,Exemption,Kent,11,King,Kent,Educational Service District 121,473,473,School,K-12,Personal,2.2%,47.42369,-122.18332,1,2.3%,Yes,1,Glenridge Elementary Kent,2018-19,Kent,WA,PUBLIC,2.5%,98031,1,1
9825 S 240th ST,2851,exempt,PUBLIC,2764,Exemption,Kent,12,King,Kent,Educational Service District 121,482,482,School,K-12,Personal,2.4%,47.38683,-122.20974,1,2.5%,Yes,1,East Hill Elementary School,2018-19,Kent,WA,PUBLIC,2.7%,98031,1,1
11800 SE 216th St,4545,exempt,PUBLIC,2764,Exemption,Kent,18,King,Kent,Educational Service District 121,523,523,School,K-12,Personal,3.3%,47.40869,-122.18355,1,3.4%,Yes,1,Emerald Park Elementary School,2018-19,Kent,WA,PUBLIC,3.6%,98031,1,1
6300 S 236th ST,4356,exempt,PUBLIC,2764,Exemption,Kent,4,King,Kent,Educational Service District 121,808,808,School,K-12,Personal,0.4%,47.39035,-122.25786,1,0.5%,Yes,1,Neely O Brien Elementary School,2018-19,Kent,WA,PUBLIC,0.6%,98032,1,1
24700 64th Ave S,4520,exempt,PUBLIC,2764,Exemption,Kent,7,King,Kent,Educational Service District 121,640,640,School,K-12,Personal,1.0%,47.38152,-122.25361,1,1.1%,Yes,1,Kent Elementary School,2018-19,Kent,WA,PUBLIC,1.2%,98032,1,1
26500 Timberlane Way SE,3676,exempt,PUBLIC,2764,Exemption,Kent,5,King,Kent,Educational Service District 121,267,267,School,K-12,Personal,1.7%,47.36472,-122.08741,1,1.9%,Yes,1,Cedar Valley Elementary School,2018-19,Kent,WA,PUBLIC,2.2%,98042,1,1
28700 191st Place SE,3708,exempt,PUBLIC,2764,Exemption,Kent,9,King,Kent,Educational Service District 121,426,426,School,K-12,Personal,2.0%,47.34318,-122.08674,1,2.1%,Yes,1,Grass Lake Elementary School,2018-19,Kent,WA,PUBLIC,2.3%,98042,1,1
25621 140th Ave SE,2565,exempt,PUBLIC,2764,Exemption,Kent,10,King,Kent,Educational Service District 121,556,556,School,K-12,Personal,1.7%,47.37222,-122.15491,1,1.8%,Yes,1,Meridian Elementary School,2018-19,Kent,WA,PUBLIC,2.0%,98042,1,1
19660 142nd Ave SE,3550,exempt,PUBLIC,2764,Exemption,Kent,18,King,Kent,Educational Service District 121,485,485,School,K-12,Personal,3.6%,47.42484,-122.15186,1,3.7%,Yes,1,Lake Youngs Elementary School,2018-19,Kent,WA,PUBLIC,3.9%,98042,1,1
27641 144th Ave SE,4345,exempt,PUBLIC,2764,Exemption,Kent,32,King,Kent,Educational Service District 121,457,457,School,K-12,Personal,6.9%,47.35386,-122.14947,1,7.0%,Yes,1,Horizon Elementary School,2018-19,Kent,WA,PUBLIC,7.2%,98042,1,1
16600 148th Ave SE,3678,exempt,PUBLIC,2764,Exemption,Renton,14,King,Kent,Educational Service District 121,373,373,School,K-12,Personal,3.6%,47.45343,-122.1428,1,3.8%,Yes,1,Fairwood Elementary School,2018-19,Kent,WA,PUBLIC,4.0%,98058,1,1
18235 140th Ave SE,4353,exempt,PUBLIC,2764,Exemption,Renton,14,King,Kent,Educational Service District 121,472,472,School,K-12,Personal,2.8%,47.43911,-122.15444,1,3.0%,Yes,1,Carriage Crest Elementary School,2018-19,Kent,WA,PUBLIC,3.2%,98058,1,1
10903 NE 53rd Street,1688,exempt,PUBLIC,2764,Exemption,Kirkland,17,King,Lake Washington,Educational Service District 121,82,82,School,K-12,Personal,20.0%,47.65575,-122.19504,1,20.7%,Yes,1,Emerson K-12,2018-19,Lake Washington,WA,PUBLIC,21.7%,98033,1,1
2607 Jones Ave S,1784,exempt,PUBLIC,2764,Exemption,Renton,13,King,Renton,Educational Service District 121,123,123,School,K-12,Personal,10.1%,47.45687,-122.19686,1,10.6%,Yes,1,Home Program,2018-19,Renton,WA,PUBLIC,11.3%,98055,1,1
2607 Jones Ave S,1784,exempt,PUBLIC,2764,Exemption,Renton,45,King,Renton,Educational Service District 121,126,126,School,K-12,Personal,35.1%,47.45687,-122.19686,1,35.7%,Yes,1,Home Program,2018-19,Renton,WA,PUBLIC,36.4%,98055,1,1
1330 N 90th Street,3874,exempt,PUBLIC,2764,Exemption,Seattle,11,King,Seattle,Educational Service District 121,172,172,School,K-12,Personal,6.1%,47.69425,-122.34181,1,6.4%,Yes,1,Licton Springs K-8,2018-19,Seattle,WA,PUBLIC,6.9%,98103,1,1
2919 1st Avenue West,1751,exempt,PUBLIC,2764,Exemption,Seattle,6,King,Seattle,Educational Service District 121,187,187,School,K-12,Personal,2.9%,47.64601,-122.35825,1,3.2%,Yes,1,Cascade Parent Partnership Program,2018-19,Seattle,WA,PUBLIC,3.6%,98119,1,1
1121 33 AV,2069,exempt,PUBLIC,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,240,240,School,K-12,Personal,0.0%,47.61172,-122.29048,1,0.0%,Yes,1,Madrona K-5 School,2018-19,Seattle,WA,PUBLIC,0.3%,98122,1,1
11530 12th Ave. NE,5175,exempt,PUBLIC,2764,Exemption,Seattle,18,King,Seattle,Educational Service District 121,731,731,School,K-12,Personal,2.4%,47.71247,-122.3151,1,2.5%,Yes,1,Hazel Wolf K-8,2018-19,Seattle,WA,PUBLIC,2.6%,98125,1,1
13052 GREENWOOD AV N,2209,exempt,PUBLIC,2764,Exemption,Seattle,6,King,Seattle,Educational Service District 121,531,531,School,K-12,Personal,1.0%,47.7237,-122.35545,1,1.1%,Yes,1,Broadview-Thomson K-8 School,2018-19,Seattle,WA,PUBLIC,1.3%,98133,1,1
2550 34 AV W,2838,exempt,PUBLIC,2764,Exemption,Seattle,2,King,Seattle,Educational Service District 121,752,752,School,K-12,Personal,0.2%,47.64118,-122.40089,1,0.3%,Yes,1,Catharine Blaine K-8 School,2018-19,Seattle,WA,PUBLIC,0.4%,98199,1,1
17447 37th Avenue N.E.,3230,exempt,PUBLIC,2764,Exemption,Lake Forest,29,King,Shoreline,Educational Service District 121,483,483,School,K-12,Personal,5.9%,47.75497,-122.28921,1,6.0%,Yes,1,Brookside Elementary,2018-19,Shoreline,WA,PUBLIC,6.2%,98155,1,1
18500 37th Avenue N.E.,2185,exempt,PUBLIC,2764,Exemption,Lake Forest,43,King,Shoreline,Educational Service District 121,587,587,School,K-12,Personal,7.2%,47.76403,-122.28911,1,7.3%,Yes,1,Lake Forest Park Elementary,2018-19,Shoreline,WA,PUBLIC,7.5%,98155,1,1
100 N. 160th Street,3231,exempt,PUBLIC,2764,Exemption,Shoreline,26,King,Shoreline,Educational Service District 121,483,483,School,K-12,Personal,5.2%,47.74513,-122.35888,1,5.4%,Yes,1,Highland Terrace Elementary,2018-19,Shoreline,WA,PUBLIC,5.6%,98133,1,1
19345 Wallingford Ave.,3104,exempt,PUBLIC,2764,Exemption,Shoreline,26,King,Shoreline,Educational Service District 121,506,506,School,K-12,Personal,5.0%,47.76913,-122.33793,1,5.1%,Yes,1,Echo Lake Elementary School,2018-19,Shoreline,WA,PUBLIC,5.3%,98133,1,1
17077 Meridian Avenue N,3958,exempt,PUBLIC,2764,Exemption,Shoreline,30,King,Shoreline,Educational Service District 121,772,772,School,K-12,Personal,3.8%,47.75257,-122.33486,1,3.9%,Yes,1,Meridian Park Elementary School,2018-19,Shoreline,WA,PUBLIC,4.0%,98133,1,1
18560 1st Avenue N.E.,1667,exempt,PUBLIC,2764,Exemption,Shoreline,2,King,Shoreline,Educational Service District 121,54,54,School,K-12,Personal,2.9%,47.7639,-122.32955,1,3.7%,Yes,1,Handicapped Contractual Services,2018-19,Shoreline,WA,PUBLIC,5.1%,98155,1,1
2715 N.E. 158th Street,2990,exempt,PUBLIC,2764,Exemption,Shoreline,17,King,Shoreline,Educational Service District 121,519,519,School,K-12,Personal,3.2%,47.74276,-122.29922,1,3.3%,Yes,1,Briarcrest Elementary,2018-19,Shoreline,WA,PUBLIC,3.5%,98155,1,1
2800 NE 200th,1771,exempt,PUBLIC,2764,Exemption,Shoreline,18,King,Shoreline,Educational Service District 121,132,132,School,K-12,Personal,13.2%,47.77388,-122.29965,1,13.6%,Yes,1,Home Education Exchange,2018-19,Shoreline,WA,PUBLIC,14.3%,98155,1,1
2800 NE 200th,1942,exempt,PUBLIC,2764,Exemption,Shoreline,54,King,Shoreline,Educational Service District 121,224,224,School,K-12,Personal,23.7%,47.77388,-122.29965,1,24.1%,Yes,1,Cascade K-8 Community School,2018-19,Shoreline,WA,PUBLIC,24.5%,98155,1,1
19545 12th Avenue N.W.,3527,exempt,PUBLIC,2764,Exemption,Shoreline,29,King,Shoreline,Educational Service District 121,518,518,School,K-12,Personal,5.5%,47.77184,-122.37204,1,5.6%,Yes,1,Melvin G Syre Elementary,2018-19,Shoreline,WA,PUBLIC,5.8%,98177,1,1
20120 VASHON HWY SW,1822,exempt,PUBLIC,2764,Exemption,Vashon,17,King,Vashon Island,Educational Service District 121,61,61,School,K-12,Personal,26.8%,47.42411,-122.4604,1,27.9%,Yes,1,Family Link,2018-19,Vashon Island,WA,PUBLIC,29.2%,98070,1,1
9530 NE High School Rd,1841,exempt,PUBLIC,2764,Exemption,Bainbridge,13,Kitsap,Bainbridge Island,Educational Service District 121,60,60,School,K-12,Personal,20.7%,47.63579,-122.52193,1,21.7%,Yes,1,Mosaic Home Education Partnership,2018-19,Bainbridge Island,WA,PUBLIC,23.0%,98110,1,1
P O Box 8,3554,exempt,PUBLIC,2764,Exemption,Easton,1,Kittitas,Easton,Educational Service District 105,106,106,School,K-12,Personal,0.6%,47.23295,-121.17718,1,0.9%,Yes,1,Easton School,2018-19,Easton,WA,PUBLIC,1.7%,98925,1,1
3626 Bickleton,3392,exempt,PUBLIC,2764,Exemption,Bickleton,2,Klickitat,Bickleton,Educational Service District 105,118,118,School,K-12,Personal,1.4%,45.97161,-120.25288,1,1.7%,Yes,1,Bickleton Elementary & High Schl,2018-19,Bickleton,WA,PUBLIC,2.3%,99322,1,1
2315 Centerville Hwy,2251,exempt,PUBLIC,2764,Exemption,Centerville,9,Klickitat,Centerville,Educational Service District 112,90,90,School,K-12,Personal,9.4%,45.7509,-120.89124,1,10.0%,Yes,1,Centerville Elementary,2018-19,Centerville,WA,PUBLIC,10.9%,98613,1,1
51409 W. Prior Rd.,2133,exempt,PUBLIC,2764,Exemption,Paterson,4,Benton,Prosser,Educational Service District 123,118,118,School,K-12,Personal,3.0%,45.85905,-119.85763,1,3.4%,Yes,1,Paterson Elementary School,2018-19,Paterson,WA,PUBLIC,4.1%,99345,1,1
1710 Van Giesen,5165,exempt,PUBLIC,2764,Exemption,Richland,92,Benton,Richland,Educational Service District 123,458,458,School,K-12,Personal,19.9%,46.29314,-119.29325,1,20.1%,Yes,1,Three Rivers Home Link,2018-19,Richland,WA,PUBLIC,20.3%,99354,1,1
1911 N Wenatchee Ave,1742,exempt,PUBLIC,2764,Exemption,Wenatchee,35,Chelan,Wenatchee,Educational Service District 171,180,180,School,K-12,Personal,19.0%,47.45279,-120.33263,1,19.4%,Yes,1,Valley Academy Of Learning,2018-19,Wenatchee,WA,PUBLIC,20.0%,98801,1,1
106 Monroe Road,5115,exempt,PUBLIC,2764,Exemption,Port Angele,19,Clallam,Port Angeles,Educational Service District 114,521,521,School,K-12,Personal,3.5%,48.10296,-123.38768,1,3.6%,Yes,1,Roosevelt Elementary Port Angeles,2018-19,Port Angeles,WA,PUBLIC,3.8%,98362,1,1
PO BOX 8937,3556,exempt,PUBLIC,2764,Exemption,Vancouver,61,Clark,Vancouver,Educational Service District 112,203,203,School,K-12,Personal,29.6%,45.64055,-122.62345,1,30.0%,Yes,1,Vancouver Home Connection,2018-19,Vancouver,WA,PUBLIC,30.5%,98668,1,1
5050 Spirit Lake Hwy,4264,exempt,PUBLIC,2764,Exemption,Toutle,29,Cowlitz,Toutle Lake,Educational Service District 112,355,355,School,K-12,Personal,8.0%,46.32288,-122.74023,1,8.2%,Yes,1,Toutle Lake Elementary,2018-19,Toutle Lake,WA,PUBLIC,8.4%,98649,1,1
100 ORONDO SCHOOL ROAD,2666,exempt,PUBLIC,2764,Exemption,Orondo,0,Douglas,Orondo,Educational Service District 171,171,171,School,K-12,Personal,0.0%,47.64103,-120.21677,1,0.0%,Yes,1,Orondo Elementary And Middle School,2018-19,Orondo,WA,PUBLIC,0.4%,98843,1,1
1915 NORTH 22ND AVENUE,3515,exempt,PUBLIC,2764,Exemption,Pasco,35,Franklin,Pasco,Educational Service District 123,652,652,School,K-12,Personal,5.3%,46.24657,-119.11852,1,5.4%,Yes,1,Robert Frost Elementary,2018-19,Pasco,WA,PUBLIC,5.5%,99301,1,1
P.O. Box 950,3087,exempt,PUBLIC,2764,Exemption,Pomeroy,7,Garfield,Pomeroy,Educational Service District 123,168,168,School,K-12,Personal,3.9%,46.46458,-117.76872,1,4.2%,Yes,1,Pomeroy Elementary School,2018-19,Pomeroy,WA,PUBLIC,4.7%,99347,1,1
1516 North B St,2763,exempt,PUBLIC,2764,Exemption,Aberdeen,4,Grays Harbor,Aberdeen,Educational Service District 113,357,357,School,K-12,Personal,1.0%,46.98624,-123.81423,1,1.1%,Yes,1,Robert Gray Elementary Aberdeen,2018-19,Aberdeen,WA,PUBLIC,1.3%,98520,1,1
1801 Bay Ave.,2834,exempt,PUBLIC,2764,Exemption,Aberdeen,1,Grays Harbor,Aberdeen,Educational Service District 113,413,413,School,K-12,Personal,0.2%,46.97173,-123.83825,1,0.2%,Yes,1,A J West Elementary,2018-19,Aberdeen,WA,PUBLIC,0.4%,98520,1,1
2580 S Montesano St,3025,exempt,PUBLIC,2764,Exemption,Westport,10,Grays Harbor,Ocosta,Educational Service District 113,347,347,School,K-12,Personal,2.7%,46.86724,-124.10332,1,2.9%,Yes,1,Ocosta Elementary School,2018-19,Ocosta,WA,PUBLIC,3.1%,98595,1,1
853 Monte-Elma Road,2010,exempt,PUBLIC,2764,Exemption,Satsop,4,Grays Harbor,Satsop,Educational Service District 113,55,55,School,K-12,Personal,6.4%,47.00128,-123.48407,1,7.3%,Yes,1,Satsop Elementary,2018-19,Satsop,WA,PUBLIC,8.7%,98583,1,1
294715 US Highway 101,2474,exempt,PUBLIC,2764,Exemption,Quilcene,10,Jefferson,Quilcene,Educational Service District 114,224,224,School,K-12,Personal,4.2%,47.83053,-122.89491,1,4.5%,Yes,1,Quilcene High And Elementary,2018-19,Quilcene,WA,PUBLIC,4.8%,98376,1,1
26454 16TH AV S,3328,exempt,PUBLIC,2764,Exemption,Des Moines,4,King,Federal Way,Educational Service District 121,488,488,School,K-12,Personal,0.7%,47.3645,-122.31332,1,0.8%,Yes,1,Woodmont K-8 School,2018-19,Federal Way,WA,PUBLIC,1.0%,98198,1,1
2725 SW 116th St,2842,exempt,PUBLIC,2764,Exemption,Burien,7,King,Highline,Educational Service District 121,635,635,School,K-12,Personal,1.0%,47.49909,-122.36781,1,1.1%,Yes,1,Shorewood Elementary,2018-19,Highline,WA,PUBLIC,1.2%,98146,1,1
14603 14th Ave SW,3382,exempt,PUBLIC,2764,Exemption,Burien,5,King,Highline,Educational Service District 121,488,488,School,K-12,Personal,0.9%,47.47223,-122.35269,1,1.0%,Yes,1,Seahurst Elementary School,2018-19,Highline,WA,PUBLIC,1.2%,98166,1,1
2104 S 247th St,3335,exempt,PUBLIC,2764,Exemption,Des Moines,8,King,Highline,Educational Service District 121,649,649,School,K-12,Personal,1.2%,47.38059,-122.30615,1,1.2%,Yes,1,Parkside Elementary Des Moines,2018-19,Highline,WA,PUBLIC,1.4%,98198,1,1
10015 6th Avenue Southw,2639,exempt,PUBLIC,2764,Exemption,Seattle,10,King,Highline,Educational Service District 121,636,636,School,K-12,Personal,1.5%,47.51316,-122.34246,1,1.6%,Yes,1,White Center Heights Elementary,2018-19,Highline,WA,PUBLIC,1.7%,98146,1,1
